"Oldest ticket report PN","",""
"Pool","Ticket ID","Last touched"
"BOT - New BB Order Placement","117496263","2016-01-14 07:08:28"
"BOT - New PSTN Provides","117670495","2016-01-12 07:07:23"
"BOT - Phone Faults","115575621","2016-01-13 07:05:45"
"BOT - Phone Faults - Logged","117149266","2016-01-13 07:07:34"
"BOT - Phone Faults - Logged Appointments","117765913","2016-01-13 13:25:45"
"BOT - Phone Faults - Migrations","115858136","2016-01-13 07:06:25"
"BOT - Phone Faults Escalations","113524198","2016-01-13 18:23:54"
"BOT - Phone Prov Cable Number port","116636136","2015-12-21 11:03:53"
"BOT - Phone Prov Cable Start of Stop","117671206","2016-01-13 14:05:05"
"BOT - Phone Provisioning Checks","83202517","2014-03-24 20:12:15"
"BOT - Phone Provisioning MPF","117201013","2016-01-13 15:26:07"
"BOT - Phone provisioning WLT","117939334","2016-01-13 12:18:15"
"BOT - Priority DJ","117992270","2016-01-14 00:09:37"
"BOT - Regrades Due","116718342","2015-12-22 16:13:10"
"BOT - Simultaneous Provides","115119659","2015-12-16 09:25:32"
"BOT - Sky BT Sport cancellations","117816903","2016-01-11 10:13:13"
"BOT - Sky BT Sport card ordering","117725754","2016-01-09 17:40:47"
"BOT - Sky BT Sport customer service","117678991","2016-01-09 17:30:06"
"BOT - Sky BT Sport order placement","117766851","2016-01-10 11:17:32"
"BOT - Supplier Team","117917310","2016-01-12 19:08:47"
"BOT - Tags Queries","115532704","2016-01-04 07:06:58"
"BOT - TC Logged Faults - Esc","114580167","2015-12-01 07:06:11"
"BOT - TV Provisioning","109784059","2016-01-15 07:05:06"
"BOT - Usage Resets","88174440","2014-07-07 14:16:22"
"BOT - WBMC Provisioning","117213528","2016-01-02 05:04:11"
"BOT - WLR 3 - Appointing","117164825","2016-01-06 16:19:38"
"BOT - WLR 3 - Cancelled Orders","116129993","2015-12-29 07:09:13"
"BOT - WLR 3 - Delayed Orders","116076416","2016-01-07 12:36:22"
"BOT - WLR 3 - Rejections","117906191","2016-01-13 10:45:00"
"BOT - WLR Directory Entry Changes","116025946","2016-01-04 07:09:38"
"BOT - WLR Feature Requests","112260916","2015-12-17 07:07:11"
"BOT - XML Rejections","117939000","2016-01-13 12:09:11"
"BOT WLR Provisioning Errors","115750347","2015-12-06 20:57:59"
"Broadband Update","115440012","2015-12-01 14:11:23"
"Complaints Advisor","117844156","2016-01-12 11:39:46"
"COT - Chat Use Only","117665268","2016-01-08 14:24:23"
"COT - Fibre to TV upgrade","111021417","2015-10-30 14:30:03"
"COT - HM CW","117766317","2016-01-13 13:35:26"
"COT - HM LC","102105371","2015-04-07 15:18:09"
"COT - HM RB","116091456","2015-12-11 18:26:01"
"COT - HM SM","114164274","2015-11-20 07:11:06"
"COT - HM ST","117941561","2016-01-13 13:05:26"
"COT - OOH TV upgrades","115667555","2015-12-04 15:59:16"
"COT – HM OOH","113401590","2015-10-28 20:05:59"
"COT – HM Priority","117448661","2016-01-11 07:09:31"
"COT – HM Reactivation","117898982","2016-01-15 07:08:14"
"CSC - Account Change","117567694","2016-01-15 07:05:48"
"CSC - Automated Faults","117132287","2015-12-31 00:05:17"
"CSC - Billing non automated ceases","98230569","2015-01-24 12:22:01"
"CSC - CS Escalations","110626875","2015-09-13 14:57:14"
"CSC - Customer Services","117108008","2016-01-04 12:36:32"
"CSC - Deferred HW MAAF/JLP Wireless","73980154","2013-09-02 13:09:03"
"CSC - Deferred HW Wired","73877820","2013-08-30 10:02:36"
"CSC - Deferred HW Wireless","63965279","2013-01-02 11:55:27"
"CSC - Dial Testing","117886899","2016-01-14 11:44:46"
"CSC - DSL Failed Payment Home","105013016","2015-06-08 07:06:33"
"CSC - DSL Faults - Auth","117849195","2016-01-11 20:25:51"
"CSC - DSL Faults - Intermittent","117895305","2016-01-12 12:08:18"
"CSC - DSL Faults - LTB","117911447","2016-01-12 16:52:17"
"CSC - DSL Faults - No Sync","117915838","2016-01-12 18:47:16"
"CSC - DSL Faults - Speed","117775356","2016-01-10 20:11:48"
"CSC - DSL Faults ADSL2 - Auth","117846205","2016-01-11 18:56:52"
"CSC - DSL Faults ADSL2 - Intermittent","116641872","2016-01-11 09:41:20"
"CSC - DSL Faults ADSL2 - LTB","117367921","2016-01-14 09:16:19"
"CSC - DSL Faults ADSL2 - No Sync","117576817","2016-01-12 14:34:01"
"CSC - DSL Faults ADSL2 - Retest","117313140","2016-01-11 13:37:30"
"CSC - DSL Faults ADSL2 - Speed","117771234","2016-01-10 17:52:39"
"CSC - Faults - Exchange Issues","108378908","2016-01-12 07:07:26"
"CSC - Faults - LW","117887973","2016-01-14 17:48:01"
"CSC - Faults CFT Testing DSL","117956799","2016-01-13 17:37:45"
"CSC - Faults CFT Testing DSL Logged","115714705","2016-01-14 09:18:52"
"CSC - Faults CFT Testing E-chat","116223381","2016-01-14 08:35:31"
"CSC - Faults CFT Testing Fibre","117662416","2016-01-14 15:08:31"
"CSC - Faults CFT Testing Home Phone","116654334","2016-01-13 17:25:53"
"CSC - FTTC Faults","117941059","2016-01-13 13:01:16"
"CSC - FTTC Faults - Auth","117827243","2016-01-11 12:33:46"
"CSC - FTTC Faults - Equipment","117855177","2016-01-13 14:30:28"
"CSC - FTTC Faults - Intermittent","117774766","2016-01-10 20:40:28"
"CSC - FTTC Faults - No Sync","117356373","2016-01-12 08:13:25"
"CSC - FTTC Faults - Speed","117420005","2016-01-09 15:08:53"
"CSC - G","116860541","2016-01-12 20:39:33"
"CSC - Hosting","118066382","2016-01-14 18:56:02"
"CSC - Jeopardy","117309346","2016-01-14 10:55:14"
"CSC - Letters","117598117","2016-01-07 15:35:15"
"CSC - Market Changes","114493454","2016-01-14 09:52:31"
"CSC - Network Administration","117729135","2016-01-10 01:42:18"
"CSC - Real Time Cancellation","117678910","2016-01-08 20:47:20"
"CSC - RTC - LLU cease notifications","109845124","2015-08-26 17:06:55"
"CSC - RTC Internal cancellation requests","117524325","2016-01-06 19:12:51"
"CSC - RTC Letters","117829958","2016-01-11 13:26:58"
"CSC - RTC-Discounts COT USE ONLY","117818682","2016-01-11 10:27:55"
"CSC - RTC-Instant Account Change-(COT USE ONLY)","115154829","2016-01-06 07:05:14"
"CSC - SMS Own Domain Check","117680799","2016-01-12 23:15:36"
"CSC - Team Managers","106569485","2015-06-29 12:08:41"
"CSC - Ticket Team (Billing)","117986767","2016-01-13 18:39:33"
"CSC - Ticket Team (Email)","118071880","2016-01-14 21:57:49"
"CSC - Ticket Team (Orders)","117983400","2016-01-14 12:26:50"
"CSC - Ticket Team (Products)","118069143","2016-01-14 20:45:29"
"CSC - Ticket Team (Referrals)","118039096","2016-01-14 14:08:32"
"CSC - Ticket Team (SafeGuard)","117770809","2016-01-10 15:06:39"
"CSC - Ticket Team OOH","118055815","2016-01-14 14:35:17"
"CSC - TV OOH","116362205","2016-01-05 16:57:21"
"CSC - TV Pre-registration","116704025","2015-12-22 11:32:28"
"CSC - V@H Brand Migrations","117248751","2016-01-02 10:23:25"
"CSC - Voice Outbound","115816354","2015-12-07 18:48:00"
"CSC - £50 cashback offer","97580246","2015-01-12 15:08:46"
"CSC Analyst","91096554","2014-09-28 12:38:44"
"Customer Support Centre","117099427","2016-01-12 09:18:27"
"Debt Management - Chargebacks","117441245","2016-01-14 07:06:39"
"Debt Management - COT Cancellation","117438222","2016-01-14 17:37:25"
"Debt Management - Debt Recovery Removals","117815687","2016-01-12 10:08:33"
"Debt Management - Debt Recovery Requests","117855080","2016-01-14 07:08:13"
"Debt Management - DR Automated","117051370","2016-01-12 16:54:22"
"Debt Management - Failed Initial Payment","117852078","2016-01-13 13:57:22"
"Debt Management - Grace Period","117073333","2016-01-14 07:07:37"
"Debt Management - RTC Automated Cease","118031651","2016-01-14 10:00:51"
"Debt Management - TV Cancellations","115012760","2015-12-30 07:06:10"
"Debt Management - WLR Component Cancellation","117447876","2016-01-05 19:29:35"
"Engineer charging - failed disputes","117062484","2015-12-29 21:12:49"
"HLE - AD","117498468","2016-01-13 10:52:09"
"HLE - AT","117594443","2016-01-13 16:44:26"
"HLE - CE","117823438","2016-01-14 13:58:41"
"HLE - CISAS","118063292","2016-01-14 17:21:18"
"HLE - DC","116262268","2016-01-13 07:07:37"
"HLE - DG","116865072","2016-01-12 16:55:49"
"HLE - Executive","117897620","2016-01-12 12:48:10"
"HLE - GB","115866977","2016-01-12 07:07:56"
"HLE - HF","115592957","2016-01-11 17:26:35"
"HLE - JC","117913120","2016-01-14 18:05:52"
"HLE - JT","116704889","2016-01-12 10:31:43"
"HLE - KA","116356463","2016-01-14 15:24:52"
"HLE - KC","105145906","2016-01-15 07:05:08"
"HLE - Letters","117648996","2016-01-08 10:13:36"
"HLE - LL","117487522","2016-01-14 16:49:17"
"HLE - LS","117052959","2016-01-14 07:09:13"
"HLE - MS","115856678","2016-01-14 17:30:31"
"HLE - MW","117520906","2016-01-14 17:31:27"
"HLE - NG","117528318","2016-01-13 11:41:27"
"HLE - Online Complaints","117772382","2016-01-10 16:58:48"
"HLE - PA","117724877","2016-01-14 17:08:06"
"HLE - RB","115267528","2016-01-14 16:59:13"
"HLE - SL","118062146","2016-01-14 17:14:11"
"HLE - TT","116549526","2016-01-14 11:30:02"
"HLE - ZI","116927191","2016-01-14 15:47:59"
"Hostmaster","117437302","2016-01-05 15:06:12"
"IE - Generic","113870225","2015-12-03 12:09:15"
"IE - Mail","117861959","2016-01-12 07:57:38"
"IE - Mailspace Management","117663018","2016-01-14 11:00:09"
"IE - Traffic Management","117012775","2016-01-08 13:06:22"
"In Progress","47013345","2011-10-15 10:08:12"
"KBD Test Errors","117850958","2016-01-11 21:14:42"
"Marketing - JLBB Partner Offer Exceptions","103537606","2015-05-04 21:48:55"
"Product Team","113913339","2016-01-05 12:47:26"
"Products - Fibre Trials","112784681","2015-12-20 05:10:25"
"Products - Port Requests","99808307","2015-03-19 10:06:09"
"Products - VoIP Beta Additions","109189044","2015-08-14 16:06:04"
"Prov - Order cancelled","117987323","2016-01-13 18:56:54"
"Prov - Order Delayed","118032160","2016-01-14 10:04:42"
"Prov - Order Rejected","117986273","2016-01-13 18:24:17"
"Prov - Waiters List","117823555","2016-01-11 11:25:42"
"Sales & COT","117646614","2016-01-11 16:00:32"
"Sales & COT Analyst","93419215","2014-10-21 16:21:51"
"Training/Comms","58716700","2014-04-17 10:40:03"
"","",""
"Oldest ticket report MAAF","",""
"Pool","Ticket ID","Last touched"
"","",""
"Oldest ticket report JLP","",""
"Pool","Ticket ID","Last touched"
"Automated Script Pool","115012200","2015-11-24 15:28:31"
"Billing Operations - Billing, Refunds and Credits","118063224","2016-01-14 17:18:10"
"BOT - ADSL Cease Requests","116928177","2015-12-28 15:17:36"
"BOT - Brand Migrations","117248232","2016-01-15 06:52:11"
"BOT - Delayed Orders","115470514","2016-01-04 10:41:50"
"BOT - DSL Logged Faults","117436429","2016-01-09 13:41:33"
"BOT - DSL Logged Faults - LTB","117839881","2016-01-11 15:49:43"
"BOT - DSL Logged Faults - Post SFI","117260837","2016-01-12 16:22:24"
"BOT - DSL Logged Faults - Speed","117517551","2016-01-15 07:07:59"
"BOT - DSL Logged Faults ADSL2 - Interm","118045157","2016-01-14 12:44:22"
"BOT - DSL Logged Faults ADSL2 - Speed","117119588","2016-01-11 15:29:22"
"BOT - DSL Migrations","117253173","2016-01-02 13:21:04"
"BOT - DSL Regrades","117721620","2016-01-14 16:13:23"
"BOT - Escalated Appointments","113094883","2016-01-14 14:21:51"
"BOT - FTTC Appointments","115361928","2015-12-18 07:08:48"
"BOT - FTTC Logged Faults - Post SFI","116963855","2016-01-14 13:05:07"
"BOT - FTTC Logged Faults - Priority Escalated","110028844","2016-01-15 07:07:00"
"BOT - FTTC Logged Faults - Speed","117920412","2016-01-14 23:05:02"
"BOT - FTTC Provides","115884683","2016-01-11 07:07:40"
"BOT - FTTC Rejections","118063874","2016-01-14 17:39:29"
"BOT - House Moves","116290479","2015-12-22 07:05:52"
"BOT - House Moves BB Only","115887469","2015-12-29 07:09:09"
"BOT - House Moves NLI","115269915","2015-12-14 07:07:08"
"BOT - House Moves Start of Stop","115813000","2015-12-23 07:06:48"
"BOT - House Moves WLT","116722346","2015-12-23 10:28:30"
"BOT - Line Check Exception","115652869","2015-12-04 11:35:44"
"BOT - New BB Order Placement","116722562","2015-12-22 18:10:46"
"BOT - New PSTN Provides","116005036","2015-12-13 19:01:34"
"BOT - Openreach Engineer appointments","116247697","2015-12-21 13:05:05"
"BOT - Phone Faults","118038802","2016-01-14 11:21:40"
"BOT - Phone Faults - Logged","116706013","2016-01-14 07:06:47"
"BOT - Phone Faults - Logged Appointments","117301559","2016-01-14 13:05:05"
"BOT - Phone Faults - Migrations","117521472","2016-01-14 07:07:52"
"BOT - Phone Prov Cable Start of Stop","117003145","2016-01-04 07:07:15"
"BOT - Phone Provisioning MPF","115268372","2016-01-11 07:06:38"
"BOT - Phone provisioning WLT","115800868","2016-01-14 12:56:13"
"BOT - Priority DJ","117262970","2016-01-03 00:41:18"
"BOT - Simultaneous Provides","117443981","2016-01-05 17:02:44"
"BOT - Supplier Team","117823873","2016-01-15 07:07:01"
"BOT - Usage Resets","110376303","2015-09-05 11:44:52"
"BOT - WLR 3 - Cancelled Orders","117346499","2016-01-04 09:15:45"
"BOT - WLR 3 - Delayed Orders","116773191","2015-12-23 12:38:11"
"BOT - WLR 3 - Rejections","115475475","2015-12-16 15:25:46"
"BOT - WLR Feature Requests","116373849","2015-12-21 11:33:56"
"BOT WLR Provisioning Errors","114141514","2015-11-10 11:16:24"
"COT – HM OOH","115266244","2015-12-05 11:12:32"
"COT – HM Priority","116069514","2015-12-30 17:16:10"
"CSC - Automated Faults","117145675","2015-12-31 09:48:31"
"CSC - Billing non automated ceases","99273833","2015-02-13 10:48:57"
"CSC - CS Escalations","116078130","2015-12-23 15:15:40"
"CSC - Customer Services","117849046","2016-01-11 20:19:11"
"CSC - Deferred HW MAAF/JLP Wireless","73960084","2013-09-02 09:00:55"
"CSC - Deferred HW Wired","99056561","2015-02-09 20:25:15"
"CSC - Deferred HW Wireless","63488901","2012-12-17 16:55:47"
"CSC - DSL Failed Payment Home","105140791","2015-06-03 08:04:09"
"CSC - DSL Faults - Auth","117355862","2016-01-12 16:36:21"
"CSC - DSL Faults - Intermittent","117913481","2016-01-14 17:39:29"
"CSC - DSL Faults - Speed","118031980","2016-01-14 10:10:50"
"CSC - DSL Faults ADSL2 - Auth","117715882","2016-01-12 15:40:53"
"CSC - DSL Faults ADSL2 - Intermittent","116639388","2016-01-12 14:26:12"
"CSC - DSL Faults ADSL2 - No Sync","117775045","2016-01-12 20:54:57"
"CSC - DSL Faults ADSL2 - Speed","117929737","2016-01-13 09:47:57"
"CSC - FTTC Faults - Intermittent","118029987","2016-01-14 13:02:15"
"CSC - G","117929277","2016-01-13 09:19:20"
"CSC - Letters","117947417","2016-01-13 14:24:28"
"CSC - Real Time Cancellation","117070828","2016-01-03 20:22:46"
"CSC - RTC - LLU cease notifications","109845128","2015-08-26 17:06:57"
"CSC - RTC Internal cancellation requests","116961769","2016-01-04 07:07:45"
"CSC - RTC Letters","117940694","2016-01-13 12:50:34"
"CSC - RTC-Discounts COT USE ONLY","116073942","2016-01-04 07:07:02"
"CSC - Sales TL Discount","93738194","2015-11-24 07:05:05"
"CSC - SMS Own Domain Check","118030202","2016-01-14 09:49:02"
"CSC - Team Managers","117524479","2016-01-13 09:55:45"
"CSC - Ticket Team OOH","112957406","2016-01-15 07:05:15"
"CSC - £50 cashback offer","116295795","2015-12-15 14:01:56"
"CSC Analyst","107714304","2015-07-20 16:21:23"
"Customer Support Centre","116128528","2016-01-13 07:05:14"
"Debt Management - Chargebacks","117948247","2016-01-13 14:37:19"
"Debt Management - Debt Recovery Removals","115873651","2015-12-09 14:04:08"
"Debt Management - Grace Period","117163940","2016-01-15 07:05:34"
"Debt Management - RTC Automated Cease","117819890","2016-01-15 07:06:47"
"Debt Management - WLR Component Cancellation","118065752","2016-01-14 18:36:13"
"HLE - JT","117893083","2016-01-13 11:38:30"
"HLE - Letters","117648279","2016-01-08 09:57:14"
"HLE - MW","116387031","2016-01-15 07:07:00"
"HLE - Online Complaints","117378701","2016-01-12 12:39:54"
"HLE - PA","117724768","2016-01-15 07:08:14"
"HLE - RB","117051921","2016-01-14 16:49:37"
"IE - Generic","117518257","2016-01-08 16:07:05"
"In Progress","76660210","2013-11-05 20:47:38"
"KBD Test Errors","117912772","2016-01-12 17:13:17"
"Marketing - JLBB Partner Offer Exceptions","96129496","2015-12-29 13:08:40"
"Partner - Billing","117253249","2016-01-02 13:26:23"
"Product Team","116483505","2015-12-18 10:49:37"
"Products - Port Requests","112111120","2015-10-19 13:57:42"
"Sales & COT Analyst","97426666","2015-04-23 20:43:30"
